region 1: min=30.921735763549805, max=79.9600830078125
region 2: min=53.80606460571289, max=84.6749038696289
region 3: min=58.29993438720703, max=79.97270202636719
region 4: min=65.51078033447266, max=100.67507934570312
region 5: min=66.81431579589844, max=109.01139831542969
region 6: min=56.17473602294922, max=74.89643859863281
region 7: min=87.83740997314453, max=88.3697280883789
region 8: min=38.57887268066406, max=68.09373474121094
region 9: min=76.1916732788086, max=86.48556518554688
