region 1: min=127.05055236816406, max=130.73974609375
region 2: min=89.09061431884766, max=98.46444702148438
region 3: min=61.91976547241211, max=87.16759490966797
region 4: min=99.55543518066406, max=119.68123626708984
region 5: min=81.70034790039062, max=100.92105102539062
region 6: min=57.28033447265625, max=96.07923126220703
region 7: min=90.20651245117188, max=118.60838317871094
region 8: min=88.05571746826172, max=114.29795837402344
region 9: min=70.03240203857422, max=90.23904418945312
