region 1: min=159.82691955566406, max=159.82691955566406
region 2: min=156.71401977539062, max=156.71401977539062
region 3: min=149.5562286376953, max=149.5562286376953
region 4: min=157.3724822998047, max=157.3724822998047
region 5: min=158.9559326171875, max=158.9559326171875
region 6: min=167.9522705078125, max=175.16253662109375
region 7: min=146.89028930664062, max=146.89028930664062
region 8: min=150.4852752685547, max=150.4852752685547
region 9: min=162.7398223876953, max=165.73760986328125
