region 1: min=100.1652965465465, max=100.1652965465465
region 2: min=98.96435810810819, max=98.96435810810819
region 3: min=97.91968843843863, max=97.91968843843863
region 4: min=98.97937312312308, max=98.97937312312308
region 5: min=100.03252627627633, max=100.03252627627633
region 6: min=97.9537725225227, max=98.21229354354372
region 7: min=100.09934309309307, max=100.09934309309307
region 8: min=100.02588213213218, max=100.02588213213218
region 9: min=98.01972597597614, max=98.650093843844
