region 1: min=125.83600616455078, max=134.1948699951172
region 2: min=146.25521850585938, max=167.44517517089844
region 3: min=157.17262268066406, max=161.60081481933594
region 4: min=148.05047607421875, max=158.4139404296875
region 5: min=151.8792724609375, max=159.008056640625
region 6: min=145.098388671875, max=149.10731506347656
region 7: min=182.4915008544922, max=188.72166442871094
region 8: min=142.09962463378906, max=155.97998046875
region 9: min=148.45602416992188, max=162.4835662841797
