region 1: min=164.05477467811144, max=169.52242489270373
region 2: min=163.05472103004297, max=170.437821888412
region 3: min=158.4725858369101, max=165.7014484978543
region 4: min=176.99506437768224, max=185.01496781115864
region 5: min=157.49254291845497, max=167.15423819742483
region 6: min=170.26861587982842, max=179.55219957081562
region 7: min=183.25874463519298, max=194.56223175965653
region 8: min=158.3781115879828, max=168.20895922746783
region 9: min=177.26861587982842, max=181.64672746781142
