region 1: min=160.54933166503906, max=164.076904296875
region 2: min=130.13995361328125, max=163.06167602539062
region 3: min=nan, max=nan
region 4: min=123.19569396972656, max=141.0250701904297
region 5: min=127.79825592041016, max=145.84385681152344
region 6: min=123.96128845214844, max=137.47560119628906
region 7: min=127.23714447021484, max=158.02337646484375
region 8: min=110.78941345214844, max=146.85008239746094
region 9: min=106.69664764404297, max=144.8483123779297
