region 1: min=149.03890765765763, max=149.66706081081077
region 2: min=149.19652777777782, max=152.1217154654655
region 3: min=nan, max=nan
region 4: min=148.09070945945942, max=152.16330705705704
region 5: min=151.1195007507508, max=151.63875750750753
region 6: min=152.2992680180182, max=154.04296171171188
region 7: min=149.3040728228228, max=151.6714902402402
region 8: min=152.59716591591607, max=152.7038475975977
region 9: min=152.67332957957976, max=154.5666478978981
