region 1: min=94.42653061224493, max=95.73596938775515
region 2: min=93.80406462585037, max=101.78972789115647
region 3: min=83.55913265306131, max=83.55913265306131
region 4: min=96.40741496598645, max=97.39785714285716
region 5: min=77.60454081632659, max=80.81720521541956
region 6: min=64.27000566893432, max=68.02866780045359
region 7: min=94.08363945578236, max=96.73596938775512
region 8: min=79.59020408163269, max=80.58064625850344
region 9: min=64.55554988662142, max=65.43488095238098
