region 1: min=194.56487253058998, max=199.6739347867541
region 2: min=196.77219437318482, max=206.84745660518436
region 3: min=219.9814160601626, max=220.94596628059026
region 4: min=nan, max=nan
region 5: min=220.33521839927457, max=220.4848348823379
region 6: min=202.69412507524103, max=202.7056633787646
region 7: min=224.5114942946397, max=228.29691876405298
region 8: min=216.7601017362704, max=217.12156545091122
region 9: min=167.06663569254977, max=172.85133069970766
