region 1: min=72.3361587524414, max=127.06729888916016
region 2: min=65.07766723632812, max=154.5794677734375
region 3: min=73.5112533569336, max=154.67039489746094
region 4: min=nan, max=nan
region 5: min=81.0822525024414, max=180.54937744140625
region 6: min=79.68272399902344, max=205.86766052246094
region 7: min=96.48318481445312, max=202.98081970214844
region 8: min=99.69544219970703, max=177.38851928710938
region 9: min=62.0076904296875, max=215.86370849609375
