region 1: min=146.66632080078125, max=152.68678283691406
region 2: min=146.805419921875, max=162.60452270507812
region 3: min=130.26840209960938, max=160.86460876464844
region 4: min=124.60201263427734, max=152.7361297607422
region 5: min=146.2886199951172, max=158.67758178710938
region 6: min=131.9676971435547, max=161.98800659179688
region 7: min=149.50299072265625, max=167.96913146972656
region 8: min=141.8633270263672, max=162.5092315673828
region 9: min=135.071044921875, max=170.9178924560547
