region 1: min=80.51604729729723, max=81.60892267267258
region 2: min=82.7400375375376, max=83.38514639639644
region 3: min=81.556054804805, max=82.00382132132151
region 4: min=82.06001126126121, max=85.06333333333332
region 5: min=79.18115990990994, max=85.07337087087093
region 6: min=83.56432432432446, max=83.6721133633635
region 7: min=84.33199324324318, max=86.08821321321317
region 8: min=82.39843468468472, max=85.15465465465473
region 9: min=84.53781906906923, max=84.84959459459475
