region 1: min=146.625, max=158.62384033203125
region 2: min=152.07565307617188, max=155.1045684814453
region 3: min=165.17498779296875, max=177.9324188232422
region 4: min=164.12294006347656, max=200.15025329589844
region 5: min=116.57819366455078, max=161.80165100097656
region 6: min=159.9528045654297, max=187.33990478515625
region 7: min=190.72071838378906, max=215.2947235107422
region 8: min=194.08778381347656, max=211.59869384765625
region 9: min=185.01918029785156, max=195.340087890625
