region 1: min=99.58968603246166, max=104.46012768176352
region 2: min=99.21257317908314, max=99.43655967358386
region 3: min=137.87926572137312, max=153.83994168182022
region 4: min=73.30361729195978, max=81.23995488025794
region 5: min=57.54699251056994, max=64.9531892304388
region 6: min=53.95169549134196, max=58.589618289869136
region 7: min=81.49410288912235, max=82.2916108276667
region 8: min=41.7523822343776, max=43.70536196816165
region 9: min=34.325753219526376, max=41.29796964218762
