region 1: min=117.1415689673193, max=117.81086030590197
region 2: min=121.68130400320534, max=125.36240636541005
region 3: min=115.11453426590492, max=116.24685576498743
region 4: min=112.51757034933674, max=114.84325409959804
region 5: min=113.53825938378276, max=114.3190992787959
region 6: min=120.01006477481253, max=120.01006477481253
region 7: min=111.75779634984774, max=115.55044726848291
region 8: min=116.98780471163451, max=118.21483883236942
region 9: min=108.64471799293902, max=111.3387192820478
