region 1: min=130.7469482421875, max=130.7469482421875
region 2: min=153.04666137695312, max=153.04666137695312
region 3: min=65.1258773803711, max=65.1258773803711
region 4: min=188.06813049316406, max=193.95005798339844
region 5: min=190.2461395263672, max=190.2461395263672
region 6: min=79.58035278320312, max=79.58035278320312
region 7: min=201.5059814453125, max=204.26519775390625
region 8: min=108.0851821899414, max=108.0851821899414
region 9: min=142.09938049316406, max=155.4739227294922
