region 1: min=14.380733345489814, max=14.380733345489814
region 2: min=64.51552546802822, max=64.51552546802822
region 3: min=66.77173140043777, max=66.77173140043777
region 4: min=52.959541393143574, max=53.93628890104537
region 5: min=63.30110168976421, max=63.30110168976421
region 6: min=51.07666089229284, max=51.07666089229284
region 7: min=57.77867280573782, max=58.22311725018228
region 8: min=37.445767991733554, max=37.445767991733554
region 9: min=68.6375106370048, max=70.59100565280836
