region 1: min=98.64351654052734, max=148.62644958496094
region 2: min=103.68721771240234, max=138.15377807617188
region 3: min=113.83968353271484, max=180.09109497070312
region 4: min=104.62761688232422, max=135.57711791992188
region 5: min=123.50885772705078, max=165.22341918945312
region 6: min=128.76580810546875, max=173.34698486328125
region 7: min=127.91048431396484, max=164.97174072265625
region 8: min=155.70863342285156, max=200.53793334960938
region 9: min=138.777099609375, max=191.39834594726562
