region 1: min=181.31476016799283, max=181.47969901267305
region 2: min=181.53206417624529, max=184.03906388152083
region 3: min=183.22509025935773, max=183.83792919245522
region 4: min=181.00760941644558, max=182.5475261567934
region 5: min=181.3567583996464, max=183.15017499263195
region 6: min=183.72336243737126, max=183.98031793398192
region 7: min=182.0839872531683, max=183.59789824638963
region 8: min=183.9905080312409, max=184.54260794282357
region 9: min=183.48550139994123, max=186.1625349985265
