region 1: min=105.3994140625, max=143.43154907226562
region 2: min=117.89306640625, max=160.081298828125
region 3: min=104.43014526367188, max=189.8706817626953
region 4: min=121.05731964111328, max=182.24249267578125
region 5: min=86.79979705810547, max=191.33807373046875
region 6: min=142.46702575683594, max=208.92738342285156
region 7: min=132.0658721923828, max=206.56983947753906
region 8: min=124.29021453857422, max=206.480224609375
region 9: min=nan, max=nan
