region 1: min=99.66967620925391, max=126.30144352509095
region 2: min=125.22572900728466, max=131.02990505366458
region 3: min=179.17425476047816, max=186.28228540131488
region 4: min=181.41426953453083, max=183.34004998552464
region 5: min=185.84139387624933, max=185.86903291715834
region 6: min=170.78932559124763, max=171.33056250242885
region 7: min=175.21528436299434, max=178.5757312390318
region 8: min=167.04786417934483, max=170.80714320911432
region 9: min=nan, max=nan
