region 1: min=149.51795959472656, max=149.51795959472656
region 2: min=55.86528015136719, max=58.82655715942383
region 3: min=75.48370361328125, max=75.48370361328125
region 4: min=144.217041015625, max=144.217041015625
region 5: min=63.4298095703125, max=63.4298095703125
region 6: min=142.7096710205078, max=142.7096710205078
region 7: min=167.78109741210938, max=167.78109741210938
region 8: min=105.05393981933594, max=105.05393981933594
region 9: min=155.16656494140625, max=155.16656494140625
